bins	query	target_gene	gene_name	bins phylum	bins abundance
KW1-S08_12	KW1-S08_12_cg363_6	nemA	NemA	Proteobacteria	0.44676975
A5-S04_77	A5-S04_77_cg92_13	nemA	NemA	SAR324	0.072210886
KW1-S21_141	KW1-S21_141_cg233_7	nemA	NemA	Proteobacteria	0.65511743
KW1-S15_23	KW1-S15_23_cg138_2	nemA	NemA	Proteobacteria	0.188993937
KW1-S05_141	KW1-S05_141_cg1_2	nemA	NemA	SAR324	0.076622328
KW1-S11_176	KW1-S11_176_cg204_3	nemA	NemA	Proteobacteria	0.49031732
KW1-S15_218	KW1-S15_218_cg50_3	nemA	NemA	Nitrospirota	0.254122957
KW1-S15_218	KW1-S15_218_cg400_1	nemA	NemA	Nitrospirota	0.254122957
KW1-S15_98	KW1-S15_98_cg114_4	nemA	NemA	Proteobacteria	0.307551094
KW1-S08_229	KW1-S08_229_cg197_38	nemA	NemA	SAR324	0.071125272
KW1-S21_144	KW1-S21_144_cg248_26	nemA	NemA	SAR324	0.075586438
KW1-S11_99	KW1-S11_99_cg14_7	nemA	NemA	Proteobacteria	0.144489618
KW1-S11_15	KW1-S11_15_cg242_4	nemA	NemA	SAR324	0.076138432
KW1-S05_85	KW1-S05_85_cg317_1	nemA	NemA	Proteobacteria	0.349193537
A5-S03_156	A5-S03_156_cg288_5	nemA	NemA	Proteobacteria	0.294276124
KW1-S21_115	KW1-S21_115_cg501_5	nemA	NemA	Proteobacteria	0.395452669
KW1-S15_117	KW1-S15_117_cg247_5	nemA	NemA	SAR324	0.078088514
A5-S03_23	A5-S03_23_cg372_6	nemA	NemA	SAR324	0.074032541
KW1-S08_12	KW1-S08_12_cg177_5	nemA	NemA	Proteobacteria	0.44676975
KW1-S08_17	KW1-S08_17_cg203_4	nemA	NemA	Proteobacteria	0.159164767
KW1-S15_132	KW1-S15_132_cg635_7	pcoA	PcoA	Proteobacteria	0.139503802
KW1-S21_189	KW1-S21_189_cg577_1	pcoA	PcoA	Proteobacteria	0.150738168
KW1-S08_198	KW1-S08_198_cg188_2	pcoA	PcoA	Proteobacteria	0.388910899
KW1-S08_198	KW1-S08_198_cg204_6	pcoA	PcoA	Proteobacteria	0.388910899
KW1-S11_81	KW1-S11_81_cg95_20	pcoA	PcoA	Proteobacteria	0.521556793
KW1-S15_72	KW1-S15_72_cg148_7	pcoA	PcoA	Proteobacteria	0.309811747
A5-S03_4	A5-S03_4_cg18_15	pcoA	PcoA	Desulfobacterota_D	0.41339651
KW1-S21_271	KW1-S21_271_cg87_8	pcoA	PcoA	Desulfobacterota_D	0.400053411
KW1-S15_16	KW1-S15_16_cg169_8	pcoA	PcoA	Proteobacteria	0.483535993
KW1-S15_266	KW1-S15_266_cg126_2	pcoA	PcoA	Desulfobacterota_D	0.43531638
A5-S04_22	A5-S04_22_cg118_1	pcoA	PcoA	Desulfobacterota_D	0.40288394
A5-S04_187	A5-S04_187_cg234_10	pcoA	PcoA	Proteobacteria	0.311531731
A5-S04_220	A5-S04_220_cg59_1	pcoA	PcoA	Proteobacteria	0.247000614
KW1-S21_141	KW1-S21_141_cg40_6	pcoA	PcoA	Proteobacteria	0.65511743
A5-S04_112	A5-S04_112_cg194_4	pcoA	PcoA	Gemmatimonadota	0.186611123
KW1-S15_114	KW1-S15_114_cg31_4	pcoA	PcoA	Planctomycetota	0.151523991
KW1-S15_14	KW1-S15_14_cg141_1	pcoA	PcoA	Planctomycetota	0.207537474
KW1-S15_14	KW1-S15_14_cg412_2	pcoA	PcoA	Planctomycetota	0.207537474
KW1-S21_189	KW1-S21_189_cg68_6	pcoA	PcoA	Proteobacteria	0.150738168
KW1-S15_137	KW1-S15_137_cg362_8	pcoA	PcoA	Proteobacteria	0.217595933
KW1-S11_24	KW1-S11_24_cg222_2	pcoA	PcoA	SAR324	0.305641044
KW1-S11_125	KW1-S11_125_cg85_4	pcoA	PcoA	Proteobacteria	0.278560031
KW1-S21_123	KW1-S21_123_cg172_2	pcoA	PcoA	Gemmatimonadota	0.183671597
A5-S04_114	A5-S04_114_cg64_5	pcoA	PcoA	Proteobacteria	0.645045786
KW1-S15_96	KW1-S15_96_cg418_1	pcoA	PcoA	Proteobacteria	0.211919719
KW1-S21_82	KW1-S21_82_cg163_5	pcoA	PcoA	Proteobacteria	0.247573133
KW1-S21_82	KW1-S21_82_cg163_6	pcoA	PcoA	Proteobacteria	0.247573133
KW1-S08_133	KW1-S08_133_cg44_4	pcoA	PcoA	Bacteroidota	0.370033516
KW1-S21_82	KW1-S21_82_cg134_6	pcoA	PcoA	Proteobacteria	0.247573133
A5-S03_4	A5-S03_4_cg18_16	pcoA	PcoA	Desulfobacterota_D	0.41339651
KW1-S21_271	KW1-S21_271_cg87_7	pcoA	PcoA	Desulfobacterota_D	0.400053411
KW1-S15_266	KW1-S15_266_cg126_3	pcoA	PcoA	Desulfobacterota_D	0.43531638
A5-S04_112	A5-S04_112_cg44_3	sulfocyanin	Sulfocyanin	Gemmatimonadota	0.186611123
KW1-S21_123	KW1-S21_123_cg95_7	sulfocyanin	Sulfocyanin	Gemmatimonadota	0.183671597
